año_cd,ccaa_cd,zbs_residencia_cd,sexo_cd,grupo_edad_cd,nivel_copago_cd,poblacion_nm
2019,ES61,sljyWYWySEKDbxahAwOk,1,11,ZGpVmPsNBREOepbDWgvj,9618
2020,ES23,riQXwJILwVWgNuDaxnqg,9,11,PzxXDQhhQUxuIEUDcvSA,5385
2013,ES43,pAYGBeuXGXslLSmfwjUy,0,3,uxrhLlVLIEYozIpAzuAy,1322
2021,ES22,nkLRxKMRxyBsoNZmBGug,0,12,OgJuRltXyieYnmZwjsGY,8289
2019,ES11,ZkpedGJAScRGdPbcTyXJ,1,7,LFAIxAIxvpeSuuXQJXui,1159
2014,ES13,TjNikLVxvjJHnoWKlTOR,2,11,vEHlqSVpPXEXPMvlopUs,8545
2014,ES23,peqBgfByhugmLCtYjsnU,2,5,VSDSoeUqhOEwBnffknZk,2569
2014,ES51,CgShwKGgoSwFIUenENHo,2,15,WOSHRuXFsnglIURaeOVl,8215
2016,ES24,xuPydQpsFSIyfnDOuDeP,2,2,yJFAQbPpwCTGOlANprEU,5846
2019,ES43,aqoNGwVIvoUGCcJoyaEq,1,4,PhCAWBKaBPDASIQeyUuC,6563
2020,ES53,xMhXbCmatDkTAHpEcJqu,2,13,MiXIUbstMYhKJrkSvRLL,7295
2019,ES52,dEacJiGRsStKAuEdEZVj,2,9,WmDbyJmQsFzmUnykwxNk,9576
2016,ES42,WFxZKDqWMlLTLIOiJDqT,2,18,xTtaDYNnKGLwwrHrQCKh,4566
2017,ES13,BuFcYGjpbiqwaKVjdaIp,9,15,dlsBSkFfZEOjjERbWeVO,8504
2021,ES61,VLJxiRRvUqhPLCcYviis,0,6,lKATsZErgULlYkDdXkGx,5801
2018,ES13,GcnejABJyjTbNayulvhi,2,5,ncCbtaHUfBCFFfMxJgqD,9348
2021,ES41,NDGscOMxLyANtGiRTodz,2,14,WqJBHzgDjZHoLcJtMUKx,1049
2021,ES13,YIwXtlooRDCLAGqSdyhD,0,15,mxEwiRdDnDYWtpiGEMff,4472
2020,ES41,aKxuCvIQSDeQNzqcsidV,0,14,uEYDeDIZVzrCMIAaBAsu,3661
2014,ES62,RFaYtOBbwcXdBPyEUmGj,1,8,fWGyCgsEExaoLZqqCDBk,7836
2017,ES23,WzSiVYVauIVWmzJTKFHJ,1,1,IpjHPqZegqwlPKQIhekv,9356
2013,ES30,YXewDBjFXKCMULPuOEXx,9,1,NnFTTVDdpGKqCamspkVi,4045
2021,ES22,lUxPaEcCwdSTjFfSHKKB,2,4,HwBSRiXFYnLDdbQhzJpt,506
2015,ES22,WPlfwWUUobenYGLipGXm,2,7,GDzkLLJzQHYprlwnEvFV,5166
2015,ES51,ZSXrnQDNsZNOMgevmKnB,9,7,kBvBYFApGuZbXUcSbRsU,6485
2015,ES11,IqmcBdeJgOCqragWRfUq,1,14,IRASelyhCAkiojYCCmCJ,2444
2019,ES11,NQOBqhpilXETOfUNUpFl,0,16,KKBflflcMJaCTzDIGarU,3530
2019,ES30,CRUqUXlyYaFeLPVEGLVK,2,13,aConKkfZetLNGvxefYqX,8078
2015,ES24,YQFvOLdNcEccqiESdnNH,0,1,TzRxwucQJFmNfvHTlrXm,757
2021,ES63,yWAqwZzsURRFEqbwvGAG,2,6,VfAiOHtIUJDtCmOWvVcq,1893
2015,ES62,rYWgFXnPcHbzYfVoMTyj,2,10,clssGbnqlmGYDOrUswyK,6
2017,ES22,bZFlbzewkBlRatmovRXy,0,12,pzWnMvrstawICjbAHfWt,5437
2014,ES24,qismkbhwGPvnXqZvNlgm,9,1,JepZdKVhLzlcERexaJEG,4011
2020,ES41,GzFCVbpBeyFdATQZwBzH,0,11,cuItnbuxLEFvkvHhADPF,3513
2021,ES43,mpFVPzbUUMbybUHLrNxH,2,11,SvwffcDmxbXYHeJuWghp,2714
2018,ES12,QcYrfdYFSxVLMNFcqSUn,0,10,DVsaTkHiKtaiyfSHJpBw,6638
2022,ES61,uzQxxHhgjYUjlYuleWwl,0,5,TztDaIFtUFakongrFqVg,3810
2015,ES53,nXTsAgXDZMzJEWeyGYXi,9,5,IgJJPceVvDKAIQPqktLO,7120
2017,ES61,imETORfGTwuBbrdFCnSk,0,7,gZtTXCAmlpREvNsdkiBw,8628
2019,ES22,yBrtypbMtEMixGvrXsol,2,18,jgDrIXyKSiHeyjdALvJP,9743
2020,ES30,GpcIVaKzPwkvShIPtAsd,9,15,OVdUZPuwXIrbojkDCVYv,1214
2017,ES24,dLWhBINwRSBbGSQbDnMx,9,9,tnGAIRDBzsgLWvmDyKaS,20
2018,ES23,oPRzraWoIfWghNEgiURl,1,13,ysPXThNMGjCnjdkhOCAj,4507
2015,ES30,gwMmiLktBzzsyELWUYgh,1,12,LDEyUOBmLkwyKMoACFtB,6258
2014,ES51,xJgyYmKKIhsjOXAuKkjO,9,16,ijaHiDirpIbsvDxLuhbR,9808
2020,ES22,achQWYhaNocWlXLcFdYT,2,15,wQyKoscdqjuYsyxrBftt,693
2016,ES13,SeUYfTlxxWBmOyfOBKEt,1,15,ljkJxBZuISfTznXkRatG,411
2020,ES63,OpyqoAUfKcgMQkPxTVgG,1,2,zzZQEgAvnePfDFNzlPZX,1860
2016,ES51,QjpuKRgWzXFYfTySPAjw,0,11,AqSKJODTbmAgdAZnkMoq,4472
2014,ES51,iHWIBHEYpxQtuqhfnqeV,2,5,bDDXWdSBRjLAgaHGRIjU,2417
2017,ES13,eAiWKwaHUwibzMSgBdLr,0,18,wZcaPTqMJuQQDfjtYWDR,8934
2015,ES61,MTTLOwAXWnYKmfFzsQSx,9,1,FctQFCCCwDJKjdNGrZwz,3876
2021,ES41,jATLxWPwGGQDBiBiCRtv,9,1,AGykEcqnoYTPUbiZsvzR,9700
2017,ES70,zIhaIiGQEeYfrNlriWdq,0,3,lMuJidPfFyPWCExSVOrp,7041
2015,ES43,CConipvVHmpdRLNLzUnn,0,14,yVaYNmlkWJgVvZyBlxkw,5983
2019,ES11,QBQZKBEQWIfriWEDDCyL,9,9,gToYeijbrZRKpPLyCxBz,2415
2016,ES64,WJLtcZbmNrxFTMiwFpYM,2,4,BCdoRUXhWhcYnEFGMPMp,1641
2016,ES63,VkBcfYsAhpfZfpsfFLhq,2,11,upptIjOwBTdnxvRhvWuW,9691
2021,ES61,vDfyPplnwJUwIoTgMZaT,0,1,DMVLyLgDowBjqhwKMWHe,1295
2021,ES61,duPCFPZdbgvBgVDXEnzx,2,18,DqeojPRkewecrbzaKOyK,4215
2015,ES42,LLeFQcmMUfvOcobNkPsI,1,5,VcGqbXumNRnbZLzSvGys,4615
2016,ES30,RxuKrNymBjsqirYdThYp,0,6,aCCFNXMlsytMjnWhGaQN,3738
2018,ES13,caOYyflqwqTSpTjCAkOm,9,6,GXAozoNvMNqhmdItYwss,6514
2022,ES24,XQkWkeGLCExIMIGrEFJr,0,10,PNTlxytlkFxizcCaNVJa,1547
2019,ES63,qUbTcltEYeJUlVDrBmko,1,16,tWyiItetfcuViMYLDUxb,5210
2013,ES30,UlTlDssbKTdUSsJAwtGJ,2,11,KgaZHlsxKBvTLhkYnzzP,5732
2021,ES30,JuMeTuWSWdJdRYTZLtBl,9,1,iflMRTSIKCGRDNKScLJs,8846
2018,ES23,YAFhEBFNXkSlivZlnqfM,9,9,ksFvgUjuYVHqduWngjwu,3953
2016,ES30,cbJzogCLHhghKpegtAHk,2,8,TMdyeRXTfBeaBNMoYFyr,8114
2016,ES23,KfQlvCmtccqwUiANcewv,2,3,sMaGSzSoSVwseeFDCQpS,485
2021,ES52,jqGayqkAeFaToRAAvMWa,1,6,zjNVmgJivVVwvmscVMeN,641
2013,ES64,ucGZpwtTVancplmpfohK,1,7,oVBxCLvRFTwwYmdBUJoB,3092
2013,ES52,mtnDbJdNRwHvCJFCdjDz,9,14,bWcSSOUQgquElPtQYXyf,4338
2018,ES24,sWCkBhmVCYJPPYToDzui,0,11,wUnhmKSrpOHoqKVKNFCV,1742
2020,ES52,UUIEPQZdAXTuqGypwSHc,1,17,FCKeYnYuuwmllDnDoQUb,5661
2016,ES64,aQYwpNGdFCOfOcjwdhnv,9,14,sznnlpCDAENvnovcVeOj,5746
2013,ES43,esNZgTKOZCWIDagNEWEC,0,8,sFqIeTLwPdgZzjkawWbc,3946
2019,ES52,IumptHGXTrYKzPFVLidD,2,9,ARZMgOIKOsfIWnLIatSQ,3371
2019,ES63,CFgQsgJBuJaOFRBKQxOE,2,7,gvFAGBnvjdfzDNGNASGo,6328
2020,ES43,BznuJQhoYkPlxZXkJZVF,1,14,uNnCNMpJZOvKqPEhWGVl,6036
2019,ES23,noyPxtLlVpYuhoLOjAGy,9,4,nGYMZcZleWGhSqjEBFCi,4759
2018,ES13,YpsivsDEDSjWeOlAIZlj,1,8,GVStjfPRsvTsjCBqvnei,1067
2022,ES22,eeGkiZFBOPMTHtHWbdYb,0,3,LUOnnOVZtTJNatpasVsQ,2371
2021,ES22,mBZGYHzhoBtRCGidVuWS,0,9,iYtXMYriJncbRjEUJUXM,5918
2016,ES64,oUSlVbnlQWEsyhfNcEKr,9,18,LHHyBYqNxcAkCFKkebhP,4255
2022,ES41,AxVCQtjePtjbMdjCtIUT,9,15,zpEDLpyMXhPXStWJEnse,3186
2022,ES23,wSYtLfNDyzzuNviiGEdR,9,10,rCSTiQXLPXsCjHsHZNic,6109
2022,ES12,QGbmwgpTZoNfSXCwKsHK,9,1,jARsHSrfdOdgdWkRHcxv,4337
2020,ES62,lPYlxRYwIUqnpgTeAyFE,9,10,zMkqXqnWnLWQQDWKvjLj,6722
2017,ES13,dENiYqndwjZkiOFFfuUd,1,9,oJUVZetUAYCAAREuQUKa,3725
2020,ES42,UZwUayvihCGwrKCFVVFJ,9,13,QBxPjPhjzVIETunWglOY,2196
2022,ES53,HGXFNHeYKptPZbuGsyHK,9,6,CBuPiYYoaGPdxPcJyYjW,4427
2013,ES62,dnjBaFDAIrHuBqAhmrFO,2,13,IDEGHgvfaaxvnMOikREU,5463
2013,ES52,RCHSxJyDVqWuItXOpALE,1,13,zzGsJdowgyKNMBTIOIFA,1936
2017,ES70,ITPIJUBhnBMhmQSigFsq,1,18,rjVYFTmeVJwwpZsiFDjQ,645
2022,ES23,ePdLAaDUHMNtQUzyPECa,0,18,szWZWXiFKdzDPGrWKNpn,4188
2014,ES61,HIippGPWTdbZdCHftMKp,1,8,SHFXQsAJljySPiOGVAEG,156
2020,ES41,VkmvTDvfGJZCDZHgiGob,2,9,gpnyqcEjvGdFlmfCdRNb,6821
2022,ES21,JaYPuLmWAIwqNeKAkxOQ,9,11,JGgMSALhtqbzHYjaJGdy,2065
2016,ES70,wMFwcrmstoBmGnmhHdgC,1,5,SelMAofclAlpKTXdwxfw,4124
2019,ES42,onecTbnhmbQtEqllASXU,2,18,ZcKDaDwgmFgCGAuwYzBl,3729
2019,ES30,gqWODcBuieADBepEhtwl,2,5,CBmgBiHaRgaorSKvICnW,2875
2016,ES13,EahDxiRSWfYtwPuEEULt,2,17,PSgCgZoCenWDYDHMkHgT,5103
2013,ES53,nDQXWDcWiaxtNhHGPWfV,0,12,cCYEWeFcIstOqYFcdSgq,9366
2019,ES70,zDhBHIJlwUtRRCizstGV,9,13,XzadrczJjXjBngiYDNix,7584
2019,ES52,FgXDLaZqdMVxiuFbSLBB,2,1,lSBdeEqpEqswOxPxUDDu,5862
2014,ES52,AsXFrIaHQGeqzgrkxmwz,9,14,DVwYzgFfbBAdZAtzfvbh,783
2019,ES42,jIPMjqMaMdyYPtiBxwDx,0,1,AhnQpfIsbWwEzhGTQkCa,3882
2015,ES51,YtolGbIdBUdxCWfCipBQ,2,13,UDIOajfzDUHKbpxdRwgw,1816
2015,ES43,aOnpJuiwSoSpDhTUdWzW,2,12,faCBZrhpDpjQSbNgjPyE,7049
2022,ES13,MRedooXfcCKidoCQmzGi,0,18,SsvcqxGvCgyOzPAmlJHn,7082
2014,ES64,tSmhQcyHWSyGsiCzImXZ,1,5,TgHBCtEFzHiuDtqNsrRF,260
2018,ES52,SyHhCUqljknuhUbNISqs,2,3,YhuCtCsPidQkdCPLGRYF,7103
2015,ES30,ZIEZMLaTFhNKnaGiDuKb,9,2,nfQgmPqUAoXAZGQPaWLu,7825
2016,ES30,mpFaDoChjVOChnAHVsoZ,2,12,yXLCjdTtAGvMqZYxxGGM,7336
2014,ES62,RzytzRqElSXraMWilpPl,2,12,tiqSVKDFvGsOaBNWVNwE,6460
2021,ES23,VOPjzgHsgMCQLsnsaYUI,9,8,PbQoyFzOYsJVCDCtFiop,2301
2019,ES63,kBAmcGFIGVwsINmwtpDW,2,14,fBDgTadCPScqLhCxHMYu,8346
2013,ES12,qztpPSAgcjebnxqqjvSz,1,14,hRSeCknuVZlxMrKPNSPf,9463
2015,ES42,JGMWVNCRFXLXnjkGMBsK,2,18,msgfJoRYjLZisDGnsCps,4345
2017,ES21,wOudEmKEptueZLHASqWg,0,12,XNqDGMLbZcYTjfiXUSHb,438
2021,ES13,PCqBpwoTmDIhyENiLOyj,0,12,YrchQhOyLJRcVGbsYExI,2887
2013,ES64,rXRBxpVPRCwmmDwWEPPr,2,10,svNfJwLCudCVDEJOUMFS,8692
2018,ES12,oXKHSzKiucfOZTMDUCwV,1,15,oYVsMIcHhSTjMPRDKDhu,6811
2021,ES53,QbibEHQYLNnVXUljaxqE,0,12,ZLQdmCuQuYNIRUefUKKZ,3408
2013,ES53,TKhJBQDVxAfnvMikORcS,1,15,eAeglDrIyrMndUsAZOpZ,5356
2017,ES12,CHweNqamsiRpkYEFIcOA,0,8,UgJlHdotUHmOCoRbYbls,3480
2021,ES13,cmvefspEqIGQWRvBvbWs,0,6,rOvBWbShCoEEOZjaCvGd,154
2013,ES64,odKiaTaSruHfCbZwYzUM,0,8,nWNIfsxRXGgXxYKaIDps,7182
2013,ES53,hZkWlAhnzzlGUjAaimAY,1,4,cUoKKpbcsqmnCFUiDFeV,8734
2019,ES43,qAQntsAeHyieqqpBkYJA,9,14,obRjZwxwcHBENkjKsYtV,2337
2020,ES41,ROOnOYqWZUWXWZsfKHuj,1,3,DIMLIniqHtSqKAxdupGy,9034
2013,ES63,BeeuOWMcTQXsRLlUdSPZ,2,12,qQNsuLpJwuLZmDzvAiRJ,5347
2017,ES53,IttzSAzwYhVnaVyHMcwj,9,16,LbsmaOzNguqVmvlJAxYI,7040
2015,ES11,NxfHniwlKdYMIOpclptZ,9,9,VkEMioOmDGvogJDZsDOZ,9084
2016,ES21,zfQAgdlLgRzjJkuHmpTT,9,5,VImZHFzTuWPwltwKnkVM,1814
2022,ES52,QxIlnGsrgeVKDpfGsTOE,2,14,iJuGBBoxYvcwjsRLPtGe,9104
2020,ES43,AoxoYJHpRXSUVjLzlvAb,9,3,dPKxWPdbxPzWakqLIPIy,1019
2022,ES41,vMzZzoKtLcRetEAgnULn,1,3,qrKmkNDUpgKbSDuPfStc,531
2013,ES53,kYUvMvSBlZoFsBZRvysl,2,12,GYbezsYLXmchLwNYMEdh,7172
2017,ES30,yRZaKBfgmaWqJCiUnkwO,0,3,qeVjefIcyIOPGZqrXmrh,3395
2016,ES23,JiISXDxNUnAfBtZBDCIy,9,7,uMLBpOXCaXBkFbJVpcds,4455
2020,ES70,zEfjVBeHqeEwJDOdXFLa,2,1,OORHvXRdzOWedkaZmYay,5118
2020,ES51,KfyLyTHukPoVzfPeIFlL,0,10,QaGzRpFbpQrjKejIlVcX,6622
2015,ES43,GVsdcyFjsNoqMOYhogNp,0,5,IblScFFKhilfowMgFxmo,980
2017,ES63,aXcgeSkGgWXbVMpurzyR,1,10,MySwqSSesXKQshYbjOTa,156
2015,ES42,VlrCnNBUfcESFJrSfMzo,2,9,lUTdWfsftCkDroXmHiVU,9738
2019,ES30,QZFZrWuvjgWWyPeLZgzK,9,8,ZEDpCCCryepCQcuuWtWF,8568
2017,ES64,pbBNlzDZDCyrCZyfdgvN,0,18,tWiiUrvnDTeyjLRZxejw,4942
2021,ES70,PCgPKatnhqypWnpSqdXE,0,18,zytdnNFkTITHDDGQHByI,2512
2013,ES62,HEndikyNSaLuzllmRPOP,1,18,bSZPqdyCMOJidwZEdVnq,5812
2017,ES43,KUJxMABmtEFBGvBfXGeP,0,6,UVsYqnuPWaFyBPBjnHfQ,9601
2018,ES23,fakjiVOsWsghLyblUbjj,1,3,iWuAmCboQGKsjawvanGl,9814
2022,ES22,VoNLQziXfYiBxkNuXbTn,1,2,SmLzrnqTqbbtURoyCOSl,4412
2016,ES21,milfuDypOmuQXzRQQCxF,1,18,BlDfBCSjPfDZMdDAhpoq,6071
2015,ES43,FjPVlmxJegZYRicKMSyD,2,4,TLjwpAEwxrraltfckDFq,5030
2013,ES13,nHeLMoNWpnQgcSyhtzkY,2,15,TpbTlpQlPVDvxtWaUeJe,3144
2017,ES21,HyljwTxgNpQqeIUoUzeZ,0,4,JSyoNkXdMZanZSBxHmEb,8524
2022,ES13,dzbrHxgiURdqOWHqDWhz,1,4,cWwwRkhCBVCiQgRVbaVt,2586
2020,ES11,ePcJRtAoPXagRRByqJBu,1,18,HWTtWryGZWXOOjyWMtyb,5455
2013,ES13,bnZKUWBsynaWhFiWVtGt,0,10,MqNramevUlhRnhRyumvO,2245
2019,ES63,ktLJobEeLosZikCOsbUx,2,7,WXZqEgmatquPCCGHJgMM,7275
2015,ES51,uZicrvOijqKLNEJvMFJx,0,15,PsoDqKHnHrPaRvpYgLKl,5322
2019,ES43,cYlWSphhqEtVYhaRWiWG,9,2,HxuOJWYpYRzTiNaVjcUV,1205
2018,ES30,KrMGUnRmDPfdCxLqnRHu,9,2,UrAPLUWrtEciOXancrEU,9229
2022,ES12,nIJlNyIrHPSQciSswJvx,2,14,JBHqeHejhdxjYPfTweze,4657
2017,ES21,BExpQvBZjEemnbvZIpTn,2,14,tEwizBqYbvviCjWSCJql,8135
2014,ES24,oUOpQEGApShrzAkEOjfO,0,15,rCUsylfpDykDZMwpgLnb,3261
2014,ES22,mPDQyLqePndOlPgcOlyr,0,14,cvRoTMDnlXEUelQtynPg,9025
2022,ES13,QfuuuefJOseBmZCRbTis,0,1,BSIyirsihzVszAGktrGE,6580
2019,ES11,tTOgwbkkygOMnDVokGOW,1,2,gHlmmjNMNheXqTVCqctj,9574
2022,ES30,WskmwSKfDELryjvJJDcG,9,9,XdyjUjNvXFWTIsvZnUJq,7784
2018,ES41,hcOJQaDlPYKVBcTwPXRn,2,6,lWYBpIYabRyaSBwnDlNH,9214
2021,ES70,fQRedPEYTthkKaAWJQVS,1,8,UaDTpSERQXySUgvSyBfc,9265
2022,ES43,HJlbiXqliMXCDygWRwrL,2,14,bCQPjubQDcivdhQghIFX,3991
2013,ES61,lmQoqwlUFpjTEcVJrvzx,0,13,ABrPIYIdnTYnaniBMEed,1756
2019,ES41,WYEpvcgcSPhcEWxgYrjv,2,13,jOQGpjYBvWUnygNthtkZ,4802
2020,ES22,vdWdnndCdxLuLcgllZrw,0,2,UHHRuyMbaxhThugFeuYj,8501
2021,ES63,AjIVjweykbdRwEpTFTrs,2,1,yCCBxROtllCgcaazryth,1150
2015,ES24,YBFUZqvjqPHIcdApeeoI,2,16,tuSvoTvpjGNfXodoyCNQ,5837
2019,ES23,JetrDIPWXTGdPAALFGJX,2,6,tsUukSpzfWRJBFixDWCb,7737
2014,ES13,pNRUUxmOAyqLjeZxRIfR,2,3,PsSVijomAhBOijPhhujD,1728
2021,ES21,ksZCZHmQiKmpJqJCpqHA,0,3,yXSAqZkrKLERRNcSHjfz,6715
2021,ES11,hWnhWwbhVaTJhcbYTXYG,2,17,isjzcRltxyNdtIteCmYE,7434
2018,ES61,rqvWLLnOmETaVJmxgcEJ,1,3,iuVZaVNEZxPlfUGMGUOa,8485
2022,ES11,wjQSVWGpbTOSQbnGEplE,0,18,xPthxGADPGnkWgrcXRCK,9445
2021,ES62,CWOcQInEnZuHigNOABVP,2,4,jsnCTQncZQgtnQIJczSd,7018
2021,ES64,vudGJdvqOyPlUWiDuThD,2,11,RAELMTaWlbBLooSodmXf,1903
2016,ES13,HMmOuHQOQtrZtcWqYRQq,9,1,buJmoOwxkCSUDFkVlwtw,9488
2021,ES12,OayIQOzCMNBaONzousWS,0,8,NiBPokKfwuPyhCSVJVVX,6666
2014,ES41,OgFSvlSThqZsMjdnfMKr,1,10,fzFCQOivvJVazRMrfEsQ,7505
2019,ES62,ZAEFMjfAQovdBMLrbpAB,9,3,KouOolBIOONVNmeReuFO,5894
2014,ES12,HmiNkQjhBKLLtGwKXWmA,1,4,xJjexTJOVTaHgaWgTvrk,3233
2018,ES23,MigfzDixySwgXYGEwxXG,2,2,xTZquSDTwozgrMboViYj,5662
2021,ES12,jkMqPgPGCpYmLKnGwwiJ,0,16,DflXlGWyLxrdNSpJQRXu,3165
2015,ES13,RSEZeGWKStAWYrWVIKOO,9,3,bsJVoSDkqCCzGEnSeevH,9819
2014,ES70,ymcYdILboeWoCUdutqdd,9,15,tEMvSplegVLdOQrKbpPY,1743
2018,ES51,ynXoeQDSFTbtypatDCYl,1,11,kqbwkQKiQdziESaBbYGx,1061
2022,ES13,XxhLcTuiUEiQlRiPcYos,9,1,OnBgFtOwqHnnPYZFoyYF,9917
2020,ES43,bagmaqRiDERkKuOrSALL,2,8,afIlyyxevyBdPtZkDQsE,4754
2017,ES22,rbbkIOoZryZMtdaODyNV,9,9,ySOPJKEPJKSKTyWvKFeu,2430
2014,ES23,makROAxpPDxmGtdioqJy,9,1,TJvzBoLQWPdLwRuiFqiG,850
2014,ES62,JirhcnyjROYRYiXRFxeP,1,8,IZjBZEcXstzLDybIVyeh,871
2022,ES51,NpIMzWFeheLQPrvOkJed,0,12,zBKFSKudCzJhamZGEEwn,7343
2020,ES13,OvEZpDOcOunSFPXOlPlb,1,8,TlUlTxJUPiQynoZqcPYI,2443
2022,ES62,wITuFJnxYJkbCePoVsZJ,9,4,eYWAGnIktfqBvJNxIvdz,818
2013,ES23,iPHVkwmuxvUsxdrolZkM,2,16,mNndyimpIZqoUCiNhgge,7726
2018,ES64,hMNNLgfCLkgzsVUMbGvs,1,16,kkdmKdgrdToqgJGARBdr,7371
2013,ES61,UdVUmFXACkOmhyQJRpau,1,14,kvZLcPcqNkZowpUenYGN,1859
2022,ES62,qAScMKjjLdGcflvTdCxW,1,6,WsqZPIYiENRMuUXyRZlO,8618
2022,ES23,gLottgZiyfoizCjrcEaI,9,13,IFeXDAyBqMoyqzwYqpuO,3961
2016,ES41,ICKQXTdiLBJPaSOuAsPC,0,9,tsvYioKVBQIrJVpDeTXA,2419
2014,ES43,ONCNEeRHUPaMsLxlBpux,9,10,eRzsFJPuoQMYYszLcdAD,3698
2020,ES30,KTDrDkNLIYQEweCzFXfD,1,6,QEAjwcGlZyalgsPfVfoB,3002
2021,ES52,fWqBwcFoRQMbIgeFqqZf,9,14,MROZjloHRrllfVfhZQGO,3277
2015,ES42,AyMwdyOxvhbGzFzKoPGK,1,6,aWvDXAOgVNiAOxtCuGvM,7058
2022,ES11,BMTtLGyMljHeWOtHNKHH,0,17,uldhzxqnWqmxkZNgGziJ,2707
2013,ES13,cRRBdNQRbENUuWAWILSs,2,14,lSXHGMrWsbKZyuZkYaic,2112
2017,ES51,LVIBSflkBjrCtQkhQAQo,1,11,jayrYWGLXIGIcbeBpjQw,1219
2021,ES52,BypfVMuriBVtPIYMSzJG,0,4,OIbHdGeNjidzVKGfodPN,6282
2022,ES30,cHerTkqfNKDhCwnCdCXb,9,6,NdevyKPWazryPyXDJExV,1756
2019,ES42,BzioALCxtNnIyCWIOJWZ,2,18,HrBsoUHnyqIUMiVkYGIr,264
2017,ES22,HcTxakpEpZifFwGojtye,2,12,wKRFUfWvJPeQEUOLiBpb,6635
2022,ES61,nHoucxFZCFryrBxMCzwy,0,12,enVHloFJqWpMfemjgRgM,5226
2022,ES64,VIsFmpVBffNNnBeEfIBH,1,1,SKhRwfUEiXVoBeUAVqPK,5593
2013,ES22,aNbSskPqAThrelPwEBOd,2,1,lbHEAfweLQubuiilYDDt,6695
2022,ES42,NCEihmupkshiyVgnZXKE,2,6,QVvaeawUiANiZZQhaOjw,4854
2018,ES53,mYYPhCSCLPtxWkofkcLc,0,5,rUaqhsjgALxKIUokovrj,703
2021,ES70,qlxZeovKdGWGVaDypxyh,0,18,LtZKAukJGUEfYClzTtlt,7288
2018,ES41,pyuyseNSmQkAJOQKtSMs,1,17,ZrkopAMcAOyUQKSfnyWu,3561
2016,ES22,NwSwaNiAdRsiIvywMzEy,9,5,ySNduIUYjCPHtKfAqnsy,6472
2014,ES11,FWEwSMmNTcKhbrStNcCe,1,8,VJFRsoqZGjOrEZkZpilF,3737
2021,ES41,xhvqQauGvkjpskKvkjxu,1,9,RreDXPIOacgBerEQgtcD,9506
2016,ES42,SKqXyXFFGwUKaEeqlSVM,9,7,sfiJkKbyMypRWJbcNhDC,1569
2014,ES64,OKifhqtRLzYVkSGHCvyb,2,17,jEpLIvSzMgOYftYdlXtz,1931
2017,ES42,SiPEDEJpVubkPCCLHxWb,9,9,niVnKHiUPCzBcBHIQtAS,2124
2013,ES64,ymqIKRdcCMlTgAZlAPHh,2,11,FCfDheqIktGZdrVAlEqC,1661
2014,ES62,QTFzaoWwhrQWlgZsnxMZ,0,4,LRsoGVoVJPsnouQZhtbd,7498
2014,ES23,bEPWuzBbbymBiwmxoIgt,9,9,LTwWyjwEAsBREcyvcqbm,4102
2013,ES30,RDPjfgcaWqrNNAEIESCK,0,10,hAEyBYTbRvfjbXQGPfus,9365
2017,ES51,gXSrYcxpYeTxVmVtgHwH,1,16,bCJbHEyduUHvzHvoSIgN,1073
2021,ES23,lCZQNqFirGbiwPUUZkyy,2,10,mnmvLDTcMrsyLPleKzFs,8005
2022,ES62,meeltNjPCoaTjFHLzYbI,2,8,CZAGyUpXDGOzwXpxHbWN,2272
2018,ES21,sJNRncTHNxfQgnNkHCBU,2,5,zKaIfIAIDWrPeVCMLkDQ,2117
2022,ES23,axjKljSNXRkxdTEeDifl,1,1,EfHJxYHMAaNOTGquWglX,7210
2019,ES43,qRRXsyZwmehohOlPkZCD,2,7,ktIKUVxzKIOzrPIZeDwh,9466
2022,ES63,isojAgAMVaepZMdgcKnj,2,11,edGWmUIbDeaiFmgnDCAl,3078
2013,ES21,VrzSpaemrIqRyeEOigHw,9,2,CTKunlHydiluChkptssU,5831
2019,ES30,dkcBCXgrLPeArTpiiber,1,16,adFYFhRgKmrGKMYNoIsm,6752
2020,ES23,qbYODkTvTnTQNCbvaqqM,2,9,clFfgUsQrUmxpRytyvSx,7516
2014,ES11,gIScZrVxnWqLZOGTpykn,1,18,cdGjniURKGCjjaZokyDg,6453
2016,ES52,VVDWyopqkWvtTAVnhefY,9,9,SDEGBNbFnTrEVtpMowwN,440
2014,ES30,jooeDVgQnHczMlhkQRng,9,18,HQcmlokkJITxDNzYmKqb,7418
2018,ES42,MamzLrHkTdIjJbREJbJQ,0,14,GkazlwvdcsEpAHcgRsEj,5048
2018,ES23,jhqzpPJFnEGDGWXGSgGw,2,4,dyQzujIhXVntUHnVXtsU,3949
2018,ES64,DsgUTxbKlYdCUlhYMjsY,1,8,QVLVofeFqjQcnnWFonZI,383
2019,ES70,TpLqeoTIqZnhOypyJhBk,2,18,pDfZHIKJydBDujOAjaUI,9163
2018,ES13,zRorpXhJZWhBPSPybprL,1,6,TBUjIltzmzpNloZEmUGM,1126
2014,ES12,DZeuHQOPRVWFvTIzUTic,0,11,cFMPDrKTBvdnbItcSEDN,7512
2013,ES53,sXcEqIUtJKAGlPBxzlbD,1,16,wlPhmsCFIvaRJYqpMRPJ,3609
2015,ES53,CyVPiomharqPkiNGlBoK,0,5,CYaJECLvlpdopKGjNgon,5301
2015,ES61,ubbDzIYsodqwgSlfjVEH,2,12,YuoxUPgZgIyhahIylppz,9975
